ProvinceName,KabupatenName,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
SUMATERA UTARA,SIMALUNGUN,JAWA MARAJA BAH JAMBI,4883,5400,10283
SUMATERA UTARA,SIMALUNGUN,HATONDUHAN,2079,8167,10246
SUMATERA UTARA,SIMALUNGUN,RAYA,2199,13824,16023
SUMATERA UTARA,SIMALUNGUN,BANDAR HULUAN,6467,6922,13389
SUMATERA UTARA,SIMALUNGUN,BANDAR,13056,16782,29838
SUMATERA UTARA,SIMALUNGUN,JORLANG HATARAN,1949,6265,8214
SUMATERA UTARA,SIMALUNGUN,PANEI,2220,9457,11677
SUMATERA UTARA,SIMALUNGUN,PANOMBEIAN PANE,3068,7582,10650
SUMATERA UTARA,SIMALUNGUN,GIRSANG SIPANGAN BOLON,860,7009,7869
SUMATERA UTARA,ASAHAN,RAHUNING,4415,4765,9180
SUMATERA UTARA,ASAHAN,SEI KEPAYANG TIMUR,2391,1179,3570
SUMATERA UTARA,SIMALUNGUN,PURBA,1039,9521,10560
SUMATERA UTARA,ASAHAN,SETIA JANJI,2826,3921,6747
SUMATERA UTARA,SIMALUNGUN,RAYA KAHEAN,2269,6713,8982
SUMATERA UTARA,ASAHAN,MERANTI,3218,6662,9880
SUMATERA UTARA,SIMALUNGUN,PAMATANG SILIMA HUTA,323,5053,5376
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,8701,11264,19965
SUMATERA UTARA,SIMALUNGUN,TANAH JAWA,8933,16027,24960
SUMATERA UTARA,SIMALUNGUN,GUNUNG MALIGAS,7665,5511,13176
SUMATERA UTARA,ASAHAN,KOTA KISARAN TIMUR,20541,14396,34937
SUMATERA UTARA,ASAHAN,TANJUNG BALAI,7629,5422,13051
SUMATERA UTARA,SIMALUNGUN,DOLOK PANRIBUAN,865,8446,9311
SUMATERA UTARA,ASAHAN,SEI KEPAYANG BARAT,2862,2225,5087
SUMATERA UTARA,ASAHAN,KOTA KISARAN BARAT,16480,12068,28548
SUMATERA UTARA,ASAHAN,SEI DADAP,7438,7839,15277
SUMATERA UTARA,ASAHAN,RAWANG PANCA ARGA,4490,4739,9229
SUMATERA UTARA,ASAHAN,SILAU LAUT,4445,5187,9632
SUMATERA UTARA,ASAHAN,AEK SONGSONGAN,3259,5662,8921
SUMATERA UTARA,ASAHAN,BUNTU PANE,4976,7425,12401
SUMATERA UTARA,ASAHAN,PULAU RAKYAT,6746,9180,15926
SUMATERA UTARA,ASAHAN,BANDAR PULAU,4477,6895,11372
SUMATERA UTARA,ASAHAN,TINGGI RAJA,4582,5487,10069
SUMATERA UTARA,ASAHAN,PULO BANDRING,7239,8182,15421
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,10276,6125,16401
SUMATERA UTARA,LABUHANBATU,RANTAU SELATAN,19295,9890,29185
SUMATERA UTARA,ASAHAN,AEK LEDONG,3824,6019,9843
SUMATERA UTARA,ASAHAN,SIMPANG EMPAT,7103,10817,17920
SUMATERA UTARA,ASAHAN,AIR BATU,9790,9766,19556
SUMATERA UTARA,ASAHAN,TELUK DALAM,4211,4397,8608
SUMATERA UTARA,ASAHAN,AEK KUASAN,4761,7872,12633
SUMATERA UTARA,ASAHAN,AIR JOMAN,9421,11402,20823
SUMATERA UTARA,ASAHAN,SEI KEPAYANG,2956,4231,7187
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,10740,13104,23844
SUMATERA UTARA,ASAHAN,BANDAR PASIR MANDOGE,4857,11593,16450
SUMATERA UTARA,LABUHANBATU,PANAI HULU,7452,7769,15221
SUMATERA UTARA,LABUHANBATU,RANTAU UTARA,24400,16271,40671
SUMATERA UTARA,DAIRI,BRAMPU,1314,2208,3522
SUMATERA UTARA,DAIRI,SIEMPAT NEMPU,1109,7533,8642
SUMATERA UTARA,DAIRI,SILIMA PUNGGA PUNGA,1240,5235,6475
SUMATERA UTARA,LABUHANBATU,PANGKATAN,7165,9523,16688
SUMATERA UTARA,DAIRI,SUMBUL,1797,16966,18763
SUMATERA UTARA,LABUHANBATU,BILAH HULU,15414,13143,28557
SUMATERA UTARA,DAIRI,SIEMPAT NEMPU HULU,2251,6313,8564
SUMATERA UTARA,DAIRI,GUNUNG SITEMBER,804,3933,4737
SUMATERA UTARA,DAIRI,TANAH PINEM,1809,9164,10973
SUMATERA UTARA,LABUHANBATU,PANAI HILIR,6461,7671,14132
SUMATERA UTARA,DAIRI,PEGAGAN HILIR,905,6282,7187
SUMATERA UTARA,DAIRI,SIDIKALANG,5185,17072,22257
SUMATERA UTARA,LABUHANBATU,PANAI TENGAH,5368,8405,13773
SUMATERA UTARA,DAIRI,SIEMPAT NEMPU HILIR,730,4521,5251
SUMATERA UTARA,DAIRI,TIGALINGGA,1728,9860,11588
SUMATERA UTARA,DAIRI,LAE PARIRA,1210,5601,6811
SUMATERA UTARA,TOBA SAMOSIR,BALIGE,1692,16619,18311
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,279,2402,2681
SUMATERA UTARA,DAIRI,PARBULUAN,805,8640,9445
SUMATERA UTARA,DAIRI,SILAHISABUNGAN,200,2090,2290
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,208,3139,3347
SUMATERA UTARA,TOBA SAMOSIR,PINTU POHAN MERANTI,574,2485,3059
SUMATERA UTARA,TOBA SAMOSIR,TAMPAHAN,134,1971,2105
SUMATERA UTARA,TOBA SAMOSIR,HABINSARAN,636,6951,7587
SUMATERA UTARA,DAIRI,SITINJO,1038,4314,5352
SUMATERA UTARA,TOBA SAMOSIR,ULUAN,297,3850,4147
SUMATERA UTARA,TOBA SAMOSIR,PORSEA,758,5734,6492
SUMATERA UTARA,TOBA SAMOSIR,SIANTAR NARUMONDA,300,2563,2863
SUMATERA UTARA,MANDAILING NATAL,LINGGA BAYU,6986,4178,11164
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN KOTA,29000,5814,34814
SUMATERA UTARA,TOBA SAMOSIR,LAGUBOTI,781,9000,9781
SUMATERA UTARA,TOBA SAMOSIR,PARMAKSIAN,762,4203,4965
SUMATERA UTARA,MANDAILING NATAL,BATAHAN,7227,2751,9978
SUMATERA UTARA,TOBA SAMOSIR,LUMBAN JULU,242,3990,4232
SUMATERA UTARA,MANDAILING NATAL,NATAL,8616,5370,13986
SUMATERA UTARA,TOBA SAMOSIR,AJIBATA,191,3686,3877
SUMATERA UTARA,MANDAILING NATAL,HUTA BARGOT,3140,626,3766
SUMATERA UTARA,TOBA SAMOSIR,SILAEN,414,6305,6719
SUMATERA UTARA,TOBA SAMOSIR,NASSAU,617,3259,3876
SUMATERA UTARA,TOBA SAMOSIR,SIGUMPAR,269,3368,3637
SUMATERA UTARA,MANDAILING NATAL,PUNCAK SORIK MARAPI,3985,299,4284
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN SELATAN,4475,656,5131
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN TIMUR,5181,805,5986
SUMATERA UTARA,MANDAILING NATAL,RANTO BAEK,4376,1664,6040
SUMATERA UTARA,MANDAILING NATAL,NAGA JUANG,845,1062,1907
SUMATERA UTARA,MANDAILING NATAL,BUKIT MALINTANG,3906,1343,5249
SUMATERA UTARA,NIAS SELATAN,FANAYAMA,0,0,0
SUMATERA UTARA,MANDAILING NATAL,MUARA SIPONGI,3410,1666,5076
SUMATERA UTARA,MANDAILING NATAL,TAMBANGAN,5476,837,6313
SUMATERA UTARA,MANDAILING NATAL,PAKANTAN,725,370,1095
SUMATERA UTARA,MANDAILING NATAL,BATANG NATAL,9102,2683,11785
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN BARAT,4153,683,4836
SUMATERA UTARA,MANDAILING NATAL,LEMBAH SORIK MARAPI,4566,637,5203
SUMATERA UTARA,MANDAILING NATAL,MUARA BATANG GADIS,4479,2393,6872
SUMATERA UTARA,MANDAILING NATAL,SINUNUKAN,4297,4290,8587
SUMATERA UTARA,NIAS SELATAN,ONOHAZUMBA,0,0,0
SUMATERA UTARA,MANDAILING NATAL,ULU PUNGKUT,2232,182,2414
SUMATERA UTARA,NIAS SELATAN,ULUSUSUA,1720,5107,6827
SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN UTARA,6169,2550,8719
SUMATERA UTARA,MANDAILING NATAL,KOTANOPAN,10802,1950,12752
SUMATERA UTARA,NIAS SELATAN,ULUNOYO,0,0,0
SUMATERA UTARA,NIAS SELATAN,MAZO,851,6331,7182
SUMATERA UTARA,NIAS SELATAN,LOLOMATUA,0,0,0
SUMATERA UTARA,NIAS SELATAN,SIMUK,0,0,0
SUMATERA UTARA,MANDAILING NATAL,SIABU,16900,4237,21137
SUMATERA UTARA,NIAS SELATAN,TELUK DALAM,1587,16952,18539
SUMATERA UTARA,NIAS SELATAN,HURUNA,0,0,0
SUMATERA UTARA,NIAS SELATAN,GOMO,0,0,0
SUMATERA UTARA,NIAS SELATAN,BORONADU,0,0,0
SUMATERA UTARA,NIAS SELATAN,SOMAMBAWA,529,4392,4921
SUMATERA UTARA,PAKPAK BHARAT,SALAK,855,2621,3476
SUMATERA UTARA,PAKPAK BHARAT,SITELU TALI URANG JULU,599,1122,1721
SUMATERA UTARA,PAKPAK BHARAT,SITELU TALI URANG JEHE,2143,1729,3872
SUMATERA UTARA,NIAS SELATAN,MAZINO,1391,5820,7211
SUMATERA UTARA,NIAS SELATAN,ARAMO,0,0,0
SUMATERA UTARA,NIAS SELATAN,HIBALA,0,0,0
SUMATERA UTARA,NIAS SELATAN,LAHUSA,952,10935,11887
SUMATERA UTARA,NIAS SELATAN,MANIAMOLO,0,0,0
SUMATERA UTARA,NIAS SELATAN,AMANDRAYA,1376,3881,5257
SUMATERA UTARA,NIAS SELATAN,TANAH MASA,0,0,0
SUMATERA UTARA,PAKPAK BHARAT,PAGINDAR,207,346,553
SUMATERA UTARA,NIAS SELATAN,HILIMEGAI,0,0,0
SUMATERA UTARA,NIAS SELATAN,UMBUNASI,0,0,0
SUMATERA UTARA,NIAS SELATAN,SUSUA,0,0,0
SUMATERA UTARA,NIAS SELATAN,TOMA,0,0,0
SUMATERA UTARA,PAKPAK BHARAT,TINADA,421,1386,1807
SUMATERA UTARA,PAKPAK BHARAT,PERGETTENG GETTENG SENGKUT,780,971,1751
SUMATERA UTARA,HUMBANG HASUNDUTAN,PAKKAT,0,0,0
SUMATERA UTARA,SAMOSIR,SIANJUR MULA MULA,215,4468,4683
SUMATERA UTARA,PAKPAK BHARAT,KERAJAAN,1262,2414,3676
SUMATERA UTARA,HUMBANG HASUNDUTAN,PARANGINAN,0,0,0
SUMATERA UTARA,HUMBANG HASUNDUTAN,TARABINTANG,0,0,0
SUMATERA UTARA,PAKPAK BHARAT,SIEMPAT RUBE,414,1486,1900
SUMATERA UTARA,SAMOSIR,HARIAN,363,3524,3887
SUMATERA UTARA,HUMBANG HASUNDUTAN,SIJAMAPOLANG,306,2260,2566
SUMATERA UTARA,SAMOSIR,ONAN RUNGGU,261,4752,5013
SUMATERA UTARA,HUMBANG HASUNDUTAN,DOLOK SANGGUL,0,0,0
SUMATERA UTARA,HUMBANG HASUNDUTAN,BAKTIRAJA,208,3339,3547
SUMATERA UTARA,SERDANG BEDAGAI,SEI BAMBAN,7063,13952,21015
SUMATERA UTARA,SAMOSIR,NAINGGOLAN,297,5292,5589
SUMATERA UTARA,HUMBANG HASUNDUTAN,LINTONG NIHUTA,1419,13138,14557
SUMATERA UTARA,SERDANG BEDAGAI,SERBA JADI,4518,5707,10225
SUMATERA UTARA,HUMBANG HASUNDUTAN,ONAN GANJANG,496,4531,5027
SUMATERA UTARA,HUMBANG HASUNDUTAN,PARLILITAN,0,0,0
SUMATERA UTARA,SAMOSIR,RONGGUR NIHUTA,267,3605,3872
SUMATERA UTARA,HUMBANG HASUNDUTAN,POLLUNG,0,0,0
SUMATERA UTARA,SERDANG BEDAGAI,SIPISPIS,7929,8827,16756
SUMATERA UTARA,SERDANG BEDAGAI,DOLOK MASIHUL,13599,12301,25900
SUMATERA UTARA,SAMOSIR,PANGURURAN,966,13704,14670
SUMATERA UTARA,SERDANG BEDAGAI,TEBING TINGGI,12524,9286,21810
SUMATERA UTARA,SAMOSIR,SIMANINDO,479,10367,10846
SUMATERA UTARA,SERDANG BEDAGAI,KOTARIH,1591,2761,4352
SUMATERA UTARA,SERDANG BEDAGAI,SILINDA,1158,3375,4533
SUMATERA UTARA,SAMOSIR,PALIPI,358,7874,8232
SUMATERA UTARA,SERDANG BEDAGAI,TEBING SYAHBANDAR,10468,5890,16358
SUMATERA UTARA,SERDANG BEDAGAI,PANTAI CERMIN,11276,9103,20379
SUMATERA UTARA,BATU BARA,TANJUNG TIRAM,10275,13665,23940
SUMATERA UTARA,SERDANG BEDAGAI,DOLOK MERAWAN,5940,3684,9624
SUMATERA UTARA,BATU BARA,SEI SUKA,13961,12921,26882
SUMATERA UTARA,BATU BARA,TALAWI,10748,13683,24431
SUMATERA UTARA,SERDANG BEDAGAI,PEGAJAHAN,5846,8612,14458
SUMATERA UTARA,PADANG LAWAS UTARA,PADANG BOLAK JULU,3887,1054,4941
SUMATERA UTARA,SERDANG BEDAGAI,BANDAR KHALIFAH,4193,7930,12123
SUMATERA UTARA,BATU BARA,SEI BALAI,6451,7252,13703
SUMATERA UTARA,PADANG LAWAS UTARA,PADANG BOLAK,24707,6380,31087
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,3783,2781,6564
SUMATERA UTARA,BATU BARA,AIR PUTIH,11257,12959,24216
SUMATERA UTARA,SERDANG BEDAGAI,PERBAUNGAN,28203,21630,49833
SUMATERA UTARA,SERDANG BEDAGAI,TELUK MENGKUDU,9692,9765,19457
SUMATERA UTARA,PADANG LAWAS,BARUMUN SELATAN,2990,710,3700
SUMATERA UTARA,PADANG LAWAS UTARA,HALONGONAN,10677,5694,16371
SUMATERA UTARA,PADANG LAWAS UTARA,BATANG ONANG,4184,1640,5824
SUMATERA UTARA,BATU BARA,MEDANG DERAS,10611,10600,21211
SUMATERA UTARA,PADANG LAWAS,SOSOPAN,3501,1262,4763
SUMATERA UTARA,PADANG LAWAS,BATANG LUBU SUTAM,4142,1598,5740
SUMATERA UTARA,SERDANG BEDAGAI,TANJUNG BERINGIN,7955,7942,15897
SUMATERA UTARA,PADANG LAWAS,LUBUK BARUMUN,6099,1660,7759
SUMATERA UTARA,BATU BARA,LIMA PULUH,18101,22403,40504
SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,5245,2407,7652
SUMATERA UTARA,PADANG LAWAS UTARA,HULU SIHAPAS,1693,382,2075
SUMATERA UTARA,PADANG LAWAS,HURISTAK,5480,2539,8019
SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,9196,2746,11942
SUMATERA UTARA,PADANG LAWAS UTARA,PORTIBI,10348,1955,12303
SUMATERA UTARA,LABUHANBATU SELATAN,KOTAPINANG,14894,13122,28016
SUMATERA UTARA,PADANG LAWAS,ULU BARUMUN,4212,1738,5950
SUMATERA UTARA,PADANG LAWAS UTARA,SIMANGAMBAT,12475,13490,25965
SUMATERA UTARA,PADANG LAWAS,AEK NABARA BARUMUN,4731,939,5670
SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,7043,1296,8339
SUMATERA UTARA,PADANG LAWAS,SOSA,10863,3981,14844
SUMATERA UTARA,LABUHANBATU UTARA,MARBAU,11432,9894,21326
SUMATERA UTARA,LABUHANBATU UTARA,KUALUH HULU,11924,21298,33222
SUMATERA UTARA,PADANG LAWAS,BARUMUN,15495,4218,19713
SUMATERA UTARA,LABUHANBATU SELATAN,TORGAMBA,17524,29511,47035
SUMATERA UTARA,LABUHANBATU SELATAN,KAMPUNG RAKYAT,12712,14141,26853
SUMATERA UTARA,LABUHANBATU UTARA,KUALUH HILIR,4649,9288,13937
SUMATERA UTARA,LABUHANBATU SELATAN,SUNGAI KANAN,14780,7798,22578
SUMATERA UTARA,PADANG LAWAS,HUTA RAJA TINGGI,10019,8416,18435
SUMATERA UTARA,LABUHANBATU UTARA,AEK NATAS,7817,7835,15652
SUMATERA UTARA,PADANG LAWAS,SIHAPAS BARUMUN,2188,432,2620
SUMATERA UTARA,NIAS UTARA,LOTU,508,4498,5006
SUMATERA UTARA,LABUHANBATU SELATAN,SILANGKITANG,6988,9008,15996
SUMATERA UTARA,NIAS UTARA,LAHEWA,1884,6709,8593
SUMATERA UTARA,NIAS UTARA,TUGALA OYO,202,2890,3092
SUMATERA UTARA,NIAS UTARA,AFULU,1024,3083,4107
SUMATERA UTARA,NIAS UTARA,ALASA TALUMUZOI,303,2070,2373
SUMATERA UTARA,LABUHANBATU UTARA,KUALUH LEIDONG,5008,8122,13130
SUMATERA UTARA,LABUHANBATU UTARA,AEK KUO,5583,9640,15223
SUMATERA UTARA,NIAS UTARA,SAWO,639,3293,3932
SUMATERA UTARA,NIAS BARAT,MANDREHE,700,8860,9560
SUMATERA UTARA,NIAS BARAT,MANDREHE UTARA,406,3086,3492
SUMATERA UTARA,NIAS UTARA,NAMOHALU ESIWA,346,4987,5333
SUMATERA UTARA,NIAS UTARA,ALASA,964,5926,6890
SUMATERA UTARA,LABUHANBATU UTARA,KUALUH SELATAN,11146,18706,29852
SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,16439,25773,42212
SUMATERA UTARA,NIAS UTARA,SITOLU ORI,523,4696,5219
SUMATERA UTARA,NIAS BARAT,SIROMBU,1121,3396,4517
SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,11954,22355,34309
SUMATERA UTARA,NIAS BARAT,LAHOMI,616,4002,4618
SUMATERA UTARA,NIAS UTARA,TUHEMBERUA,469,4122,4591
SUMATERA UTARA,NIAS UTARA,LAHEWA TIMUR,421,3031,3452
SUMATERA UTARA,KOTA MEDAN,MEDAN MARELAN,39648,20964,60612
SUMATERA UTARA,KOTA MEDAN,MEDAN MAIMUN,12801,9913,22714
SUMATERA UTARA,KOTA MEDAN,MEDAN BARU,6607,12637,19244
SUMATERA UTARA,KOTA MEDAN,MEDAN LABUHAN,28948,22552,51500
SUMATERA UTARA,KOTA MEDAN,MEDAN JOHOR,33926,27539,61465
SUMATERA UTARA,NIAS BARAT,MANDREHE BARAT,243,2714,2957
SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,19269,20754,40023
SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,25497,24598,50095
SUMATERA UTARA,NIAS BARAT,LOLOFITU MOI,1197,4315,5512
SUMATERA UTARA,KOTA MEDAN,MEDAN TEMBUNG,36652,26457,63109
SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,28108,28932,57040
SUMATERA UTARA,KOTA MEDAN,MEDAN POLONIA,11286,12557,23843
SUMATERA UTARA,KOTA MEDAN,MEDAN SUNGGAL,27470,24877,52347
SUMATERA UTARA,KOTA MEDAN,MEDAN TUNTUNGAN,12319,27223,39542
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR UTARA,7902,15791,23693
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR BARAT,10327,9058,19385
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR MARIMBUN,1284,7142,8426
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR MARIHAT,1689,8070,9759
SUMATERA UTARA,KOTA MEDAN,MEDAN DENAI,38688,28462,67150
SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA UTARA,1651,7978,9629
SUMATERA UTARA,KOTA MEDAN,MEDAN BELAWAN,21862,17425,39287
SUMATERA UTARA,KOTA MEDAN,MEDAN SELAYANG,19764,25578,45342
SUMATERA UTARA,KOTA MEDAN,MEDAN AREA,32862,22676,55538
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR SITALASARI,5997,7923,13920
SUMATERA UTARA,KOTA MEDAN,MEDAN HELVETIA,33517,35254,68771
SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA SELATAN,5701,6600,12301
SUMATERA UTARA,KOTA MEDAN,MEDAN DELI,39353,29295,68648
SUMATERA UTARA,KOTA MEDAN,MEDAN AMPLAS,33273,20574,53847
SUMATERA UTARA,KOTA TANJUNG BALAI,TANJUNG BALAI SELATAN,3993,5131,9124
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,12530,7522,20052
SUMATERA UTARA,KOTA TANJUNG BALAI,TANJUNG BALAI UTARA,3523,3551,7074
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR SELATAN,1181,8265,9446
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR TIMUR,4159,14493,18652
SUMATERA UTARA,KOTA TANJUNG BALAI,DATUK BANDAR TIMUR,7560,4126,11686
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,17748,10030,27778
SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR MARTOBA,7585,12545,20130
SUMATERA UTARA,KOTA TANJUNG BALAI,SEI TUALANG RASO,5044,3642,8686
SUMATERA UTARA,KOTA TEBING TINGGI,PADANG HILIR,9204,6888,16092
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,16054,9154,25208
SUMATERA UTARA,KOTA TANJUNG BALAI,DATUK BANDAR,6436,6972,13408
SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA KOTA,3161,3866,7027
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN UTARA,24148,5833,29981
SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA SAMBAS,4169,4129,8298
SUMATERA UTARA,KOTA TEBING TINGGI,PADANG HULU,8165,6273,14438
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN HUTAIMBARU,6595,1554,8149
SUMATERA UTARA,KOTA TANJUNG BALAI,TELUK NIBUNG,7963,5189,13152
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN SELATAN,20957,8884,29841
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,23149,11275,34424
SUMATERA UTARA,KOTA TEBING TINGGI,BAJENIS,8963,7862,16825
SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI IDANOI,1153,9868,11021
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN TENGGARA,9769,3925,13694
SUMATERA UTARA,KOTA TEBING TINGGI,RAMBUTAN,9399,7137,16536
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,8407,7482,15889
SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI UTARA,1333,6073,7406
SUMATERA BARAT,PESISIR SELATAN,IV NAGARI BAYANG UTARA,3711,549,4260
SUMATERA UTARA,KOTA TEBING TINGGI,TEBING TINGGI KOTA,5861,7338,13199
SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI SELATAN,535,6019,6554
SUMATERA BARAT,PESISIR SELATAN,BATANG KAPAS,9918,3763,13681
SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI,6030,20577,26607
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN BATUNADUA,7548,2276,9824
SUMATERA UTARA,KOTA PADANG SIDIMPUAN,PADANGSIDIMPUAN ANGKOLA JULU,2830,951,3781
SUMATERA BARAT,PESISIR SELATAN,LENGAYANG,16625,7014,23639
SUMATERA BARAT,PESISIR SELATAN,RANAH AMPEK HULU TAPAN,4143,1864,6007
SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI BARAT,313,3331,3644
SUMATERA BARAT,PESISIR SELATAN,PANCUNG SOAL,6917,3211,10128
SUMATERA BARAT,PESISIR SELATAN,AIRPURA,3805,2483,6288
SUMATERA BARAT,PESISIR SELATAN,LINGGO SARI BAGANTI,13824,5574,19398
SUMATERA BARAT,SOLOK,HILIRAN GUMANTI,6056,1149,7205
SUMATERA BARAT,SOLOK,X KOTO SINGKARAK,13797,2730,16527
SUMATERA BARAT,PESISIR SELATAN,SUTERA,16484,4997,21481
SUMATERA BARAT,SOLOK,TIGO LURAH,3878,910,4788
SUMATERA BARAT,PESISIR SELATAN,BAYANG,16018,3220,19238
SUMATERA BARAT,PESISIR SELATAN,BASA AMPEK BALAI TAPAN,3384,2180,5564
SUMATERA BARAT,PESISIR SELATAN,LUNANG,4741,5076,9817
SUMATERA BARAT,SOLOK,PANTAI CERMIN,7142,1409,8551
SUMATERA BARAT,PESISIR SELATAN,KOTO XI TARUSAN,16477,5388,21865
SUMATERA BARAT,SOLOK,PAYUNG SEKAKI,3587,572,4159
SUMATERA BARAT,SOLOK,JUNJUNG SIRI,5220,738,5958
SUMATERA BARAT,SOLOK,KUBUNG,23290,3836,27126
SUMATERA BARAT,PESISIR SELATAN,IV JURAI,17408,5299,22707
SUMATERA BARAT,PESISIR SELATAN,SILAUT,3708,3568,7276
SUMATERA BARAT,SIJUNJUNG,IV NAGARI,6079,924,7003
SUMATERA BARAT,PESISIR SELATAN,RANAH PESISIR,9987,4188,14175
SUMATERA BARAT,SIJUNJUNG,TANJUNG GADANG,8787,1879,10666
SUMATERA BARAT,SOLOK,DANAU KEMBAR,7174,746,7920
SUMATERA BARAT,SOLOK,BUKIT SUNDI,9553,1730,11283
SUMATERA BARAT,SOLOK,X KOTO DIATAS,7811,1579,9390
SUMATERA BARAT,SOLOK,IX KOTO SEI LASI,4366,911,5277
SUMATERA BARAT,SOLOK,GUNUNG TALANG,19944,3412,23356
SUMATERA BARAT,SIJUNJUNG,SIJUNJUNG,16417,4014,20431
SUMATERA BARAT,SOLOK,LEMBAH GUMANTI,19286,2441,21727
SUMATERA BARAT,SIJUNJUNG,SUMPUR KUDUS,7899,3756,11655
SUMATERA BARAT,SIJUNJUNG,KAMANG BARU,14311,6826,21137
SUMATERA BARAT,SOLOK,LEMBANG JAYA,10038,1668,11706
SUMATERA BARAT,TANAH DATAR,LINTAU BUO UTARA,8652,9698,18350
SUMATERA BARAT,TANAH DATAR,X KOTO,14816,3437,18253
SUMATERA BARAT,TANAH DATAR,RAMBATAN,13817,2801,16618
SUMATERA BARAT,SIJUNJUNG,LUBUAK TAROK,4601,2626,7227
SUMATERA BARAT,SIJUNJUNG,KUPITAN,4641,1234,5875
SUMATERA BARAT,TANAH DATAR,SUNGAI TARAB,11803,2642,14445
SUMATERA BARAT,SIJUNJUNG,KOTO VII,11768,3037,14805
SUMATERA BARAT,TANAH DATAR,TANJUANG BARU,5799,948,6747
SUMATERA BARAT,TANAH DATAR,PADANG GANTING,4988,2093,7081
SUMATERA BARAT,PADANG PARIAMAN,PADANG SAGO,3017,1001,4018
SUMATERA BARAT,PADANG PARIAMAN,LUBUK ALUNG,14807,3443,18250
SUMATERA BARAT,PADANG PARIAMAN,2 X 11 ENAM LINGKUNG,5922,2390,8312
SUMATERA BARAT,TANAH DATAR,LINTAU BUO,5338,3689,9027
SUMATERA BARAT,TANAH DATAR,SALIMPAUANG,8057,1692,9749
SUMATERA BARAT,TANAH DATAR,PARIANGAN,7683,1711,9394
SUMATERA BARAT,TANAH DATAR,BATIPUH,10613,2865,13478
SUMATERA BARAT,PADANG PARIAMAN,SINTUAK TOBOH GADANG,6880,1660,8540
SUMATERA BARAT,TANAH DATAR,SUNGAYANG,6180,2312,8492
SUMATERA BARAT,TANAH DATAR,TANJUNG EMAS,9512,2338,11850
SUMATERA BARAT,TANAH DATAR,LIMA KAUM,15118,3139,18257
SUMATERA BARAT,PADANG PARIAMAN,V KOTO KAMPUNG DALAM,8863,1924,10787
SUMATERA BARAT,PADANG PARIAMAN,2 X 11 KAYU TANAM,8807,2678,11485
SUMATERA BARAT,TANAH DATAR,BATIPUAH SELATAN,5057,822,5879
